463;1832;15594;15965;3046;17317
467;934;12800;15507;10426;15753
468;8743;8596;6350;16882;17088
471;11165;311;15807;17263;11141
473;14780;14198;2178;3489;12161
474;2913;11165;13010;13359;12194
475;5149;8544;5047;13695;8857
476;8086;3466;12074;14050;7359
477;14459;14484;15473;3274;15893
479;5084;8039;2462;13298;11398
482;6971;14240;6099;1144;9818
483;15844;17560;8636;6196;13081
485;14694;15037;2409;10311;3742
486;14434;5272;11688;6775;3269
488;3999;2813;4663;1581;6946
489;7395;13216;6240;7739;14144
492;15256;1359;14351;1556;6902
494;2178;10832;2782;14928;8619
499;2200;5814;8483;8641;13795
501;9611;5075;13384;14702;1595
502;9593;13551;11669;4829;17725
504;837;953;16107;3046;4163
505;9080;7645;10013;3082;4147
507;9964;3801;1853;17010;1749
511;6497;12329;12926;3275;13244
516;2012;12582;13052;12500;14928
517;11982;483;12672;15712;2705
518;9625;4454;3403;3226;9954
524;4080;15424;15394;12549;12881
528;9471;13255;8596;12690;3138
532;6352;3617;3085;17299;3416
533;6329;15182;7779;6978;1578
534;17387;4628;15922;9598;677
535;1969;10920;5468;6485;1384
543;9296;1625;10282;5434;14137
548;8376;15339;13772;7511;3198
550;896;14691;4698;15156;7937
551;11283;6350;1799;12675;16139
554;2578;7270;16068;15922;13526
555;7239;7252;11369;5917;12658
560;9628;16698;454;12215;1163
561;13377;4010;5601;15997;5402
563;7253;257;14312;9591;5056
564;5243;3113;12435;4007;3610
569;15342;3128;9717;14039;13230
571;329;16452;12317;1542;16740
575;11977;15967;5696;58;16107
577;12124;1795;15183;13123;5656
579;4847;8098;14155;15516;15482
580;17312;12293;6974;14382;14042
582;638;9229;16676;12138;15846
584;16718;8728;5858;686;1543
585;11544;11490;12870;13255;7364
586;7594;9752;13082;12784;17117
588;17560;8644;5496;571;3825
595;16382;17680;10117;7180;4381
596;2482;5342;13182;257;7150
599;4545;9960;199;1798;2209
600;494;5287;17263;1466;4249
602;6350;5708;3525;11687;14745
607;5571;14538;571;798;1744
615;14574;8846;10889;16063;4874
621;4656;7399;4972;7155;6859
624;6396;17575;13851;17661;3542
629;9027;12470;15853;3526;7233
631;13728;8333;14367;6437;7331
634;10928;10042;10673;329;16567
636;15755;7713;9426;9003;15671
638;13772;10935;14634;6350;10848
641;12639;6505;6098;3984;17469
642;12298;2102;4919;5884;11097
643;3085;4374;2992;16882;6042
645;6037;482;1144;3756;10152
646;8877;12612;1974;14219;16869
652;7971;3730;4488;5762;13978
657;2441;5696;9929;15183;15967
658;15205;6615;7617;3624;12155
659;13135;8141;9298;6648;1832
660;12870;5137;2743;3917;16150
661;14149;14698;11400;6206;7331
662;1682;14928;10225;15385;12140
667;5400;11236;6937;4688;13620
668;175;705;14484;15425;9900
670;17292;167;4721;2813;12846
672;13712;12931;1955;11717;1221
673;4697;571;11064;14584;14691
674;8881;14541;14250;1363;5197
676;15829;12224;15409;11356;2897
677;3439;17381;5877;2420;3120
680;17561;9238;5862;7786;443
681;2897;3715;4393;8981;6523
682;9685;4157;15563;5223;3106
685;3404;13908;6251;978;10582
686;11717;3728;4740;8483;9788
689;313;6464;15114;9037;6243
692;13524;4996;1571;8334;14670
693;8641;3113;5708;15200;13458
696;10704;9613;6994;9265;4740
700;3090;2430;13074;17330;3437
705;5477;8915;15062;5054;15952
707;5856;443;1804;8591;10277
708;14667;4123;4698;7399;8687
711;6797;10078;12365;6464;14928
717;13569;3999;1926;11522;4533
718;15365;13771;9508;4420;7453
720;6166;3893;4227;13856;1746
722;10730;6037;14691;1408;1324
723;11218;257;12470;550;8339
724;9913;2532;4699;14754;3475
725;4931;3347;12056;5651;9526
730;17533;6667;7239;6739;8803
731;4569;14034;11192;14065;9926
732;2862;5112;11173;3282;11090
733;11840;7713;10032;15064;3870
734;14216;4479;8736;2103;4736
746;14909;9756;4656;3860;10625
748;11376;5385;8839;16913;17723
749;7534;4685;9000;15953;9900
750;14209;6859;4996;6352;16469
751;6482;5524;8079;16637;10293
752;11236;15594;14320;13123;16107
754;3265;3563;11025;1646;16495
755;15256;13230;2332;15114;7419
758;6366;14313;2913;12338;299
759;16565;6037;1585;16384;15956
760;6287;8038;6972;2457;15276
761;13569;16730;13737;5194;8310
762;9279;16869;10363;3355;12034
763;15048;5287;12186;708;11888
774;6484;3872;4381;4385;4823
776;14358;15979;12600;16325;13302
783;8773;12128;11926;4012;3522
788;12785;9882;8387;15755;6196
789;11398;5924;12582;9818;13439
798;12155;3290;17154;4043;13195
799;12417;14453;12249;14322;17628
807;12442;4364;3453;5854;501
808;14194;12238;15393;4393;10928
809;12155;7381;1810;6235;6931
811;15336;9613;4262;16325;16532
817;15007;1754;2757;9097;798
818;12785;4056;5538;15234;1571
819;14670;8141;3385;2136;3782
822;12785;14961;7230;5434;468
825;17328;17088;16872;3972;14667
829;16201;10406;312;9681;6797
831;3198;11209;13102;2470;7040
832;457;4389;4429;12313;14999
833;12309;16765;4870;16879;17157
837;12242;1652;12008;4924;15729
840;13742;15193;9042;2043;9014
843;9728;13580;5614;12090;14602
846;14274;11765;3703;16344;11658
849;6664;4926;2498;11919;3216
850;11152;4355;3824;13413;12860
851;12343;705;12501;11490;4698
857;12446;11958;4831;15568;4719
859;11090;8107;15953;12014;6922
862;13923;6972;12918;11283;8928
871;7877;1658;10112;8347;16320
872;4633;14550;16306;14198;6807
873;13087;5296;12458;5194;16449
880;9577;6775;535;6849;16840
881;10568;16997;6971;14144;4089
883;7826;2302;3715;3314;8552
886;11022;5345;12672;9728;6974
889;2981;16363;5406;14808;7370
894;7647;9003;9818;1650;14296
895;14491;17412;8024;17756;2015
896;6243;3782;11337;6206;6497
897;10550;14364;17405;2800;16272
898;2177;8020;8099;13318;16967
900;8832;3265;15394;8846;10729
907;3223;16306;14112;14431;5518
908;4306;3962;3371;15755;10152
918;12293;10225;12232;7767;14219
919;17622;7281;15339;8317;10225
931;10055;9681;11213;256;14376
934;3833;2831;8034;14023;15862
937;1307;12918;14410;11279;11283
940;8301;13488;3427;13887;2152
942;14653;749;2167;257;9320
943;14660;7009;3444;8535;17088
947;15460;7606;8511;3984;5639
949;17387;9048;416;9598;10680
952;14972;7424;16233;10353;17474
953;5727;17671;8881;15627;11859
954;13840;2743;2660;6287;12074
956;3563;5499;13925;15244;7064
960;12218;13442;17632;14278;11435
961;1547;7368;17526;12849;11844
962;12785;9340;17169;15818;10625
963;16452;12582;4640;13052;11283
964;8915;16272;17560;1277;16698
971;2862;13451;3371;2743;14009
977;17250;10189;3116;9608;11251
978;2813;6029;3301;872;3374
980;15909;13063;13628;8982;16311
982;3290;17088;6134;3875;14233
984;3342;10345;1129;3269;14719
985;1975;17308;15818;12476;798
986;11590;1412;5164;15464;8310
988;7606;14262;1969;2529;8586
989;3624;14644;14916;12500;8327
990;10300;14685;10239;2505;9303
992;15975;16604;12970;6634;4679
993;1971;17586;17625;11696;6666
994;10486;15597;937;8596;14889
996;16306;571;16969;1408;14454
999;2920;11013;6243;12399;16788
1001;1367;17681;4488;4577;7193
1004;10429;6721;5401;16922;12933
1011;15472;7826;9229;6959;8840
1012;2475;6844;17293;10214;15110
1017;7850;15143;13006;15872;9634
1020;798;15107;9051;6482;10451
1021;12861;15443;1295;10420;5544
1022;12668;15421;16201;1408;5614
1026;12843;16169;11171;13477;3043
1027;8387;4056;16532;13244;14712
1031;10137;17756;7043;11369;17314
1032;16969;15425;6974;788;11165
1033;2174;6585;8388;12128;1853
1035;5169;8904;4545;9728;14590
1037;994;13886;5890;4831;4392
1039;6336;9049;4890;7336;12102
1041;5345;17627;8277;9327;1213
1043;3165;166;14459;12399;12913
1044;9986;5601;11846;15496;17263
1045;15125;6302;13748;14873;14016
1046;14909;13488;17169;4972;7067
1047;3256;4345;10203;7971;5096
1050;2783;15163;15058;4906;3938
1051;9613;10337;11608;8839;4092
1055;14056;199;5601;7701;15858
1058;12246;7173;17756;11051;311
1060;2495;8301;17506;6673;6134
1061;657;9296;3419;9970;575
1066;7745;11064;16765;9886;17088
1067;17168;4184;2418;268;9898
1068;2922;16516;13847;8782;15465
1073;17088;16879;4123;6206;16522
1074;14183;7919;3773;6512;13230
1075;9818;10680;5614;6886;14274
1080;6190;5946;711;15394;3256
1084;17302;3489;14002;12570;6099
1086;477;6613;17537;10673;1249
1087;7636;9323;8928;16288;17134
1089;28;9120;17321;16809;1765
1092;5385;15712;12303;3638;11134
1094;15530;14313;12966;17627;11446
1096;9204;9828;5571;3610;12818
1098;8637;12942;561;15922;13380
1100;2660;15563;14538;12243;13923
1102;7745;12047;17339;17560;15205
1103;11638;17411;6960;4330;6486
1104;12785;5793;7588;8915;13518
1105;12767;4216;13311;15246;1803
1110;3368;7331;13359;8904;5345
1111;11903;17418;561;7117;8818
1114;12186;7070;3582;16306;14456
1116;12160;4781;3817;10222;13261
1118;17117;1834;17292;2599;13336
1120;9741;5727;7419;9074;12336
1121;8301;362;14748;8230;9645
1123;8596;16016;14590;14780;2395
1126;357;5788;17189;14233;7281
1129;13378;1370;6254;9548;11903
1130;16343;5671;5010;9681;16439
1132;1770;11420;12773;3489;1370
1134;12244;1220;1542;6287;15715
1138;15409;10835;5496;3860;17398
1139;2532;17028;68;11399;14951
1140;6266;6706;11789;5342;9110
1142;9598;8736;8199;5226;3331
1144;7193;12582;16339;7937;13923
1145;2452;15764;2782;14644;4640
1148;14149;12675;11859;17157;16872
1151;7150;5524;7602;7521;4262
1155;4575;8640;2613;10654;1017
1157;10371;11051;2015;13791;11919
1158;12238;5181;10545;5071;4745
1160;14507;12015;11376;12459;14877
1163;4056;14312;798;12918;468
1167;14732;2420;516;17117;6368
1170;1646;11266;4557;7485;3321
1172;13248;10503;5882;9509;1087
1173;14780;14240;8204;12600;2782
1174;10583;17169;3106;8644;15205
1175;15733;6974;4227;1324;818
1176;9818;13082;2862;1770;12102
1179;6240;7134;15563;2913;14963
1180;10583;1798;6196;14538;13050
1191;4841;16312;15158;10337;6718
1193;8014;15803;12195;10101;8171
1195;5035;16711;12778;5026;10371
1200;9780;692;3814;8989;10921
1201;2953;6574;17176;2188;7895
1202;7240;8644;5732;3938;17339
1203;2852;8825;463;208;15729
1208;3046;953;16107;6541;9689
1210;16978;2757;4816;6804;3880
1213;3079;4167;426;239;15945
1216;3782;5589;8118;8585;8079
1218;1395;17188;7919;1840;14219
1220;16668;11182;4656;13651;9768
1221;17441;11209;7483;17264;1659
1222;2890;7631;3551;14185;12689
1224;10560;9705;14578;4454;2310
1226;5639;12432;10162;5847;9717
1229;2304;5250;8872;16366;16158
1231;4691;10033;4798;2195;17028
1234;9417;4219;16318;14476;5385
1236;12161;7009;13636;4384;10928
1238;1844;11406;1646;8098;15662
1243;4299;209;13506;2405;16237
1245;6327;6910;12633;17513;12399
1249;5406;1728;3888;368;8825
1250;12232;15922;3355;7683;524
1252;11521;15922;1905;2452;12293
1254;11882;14155;14278;17290;17468
1255;17339;16384;17482;13728;6037
1256;10947;14953;16339;607;10921
1260;77;3817;15366;13518;1803
1262;3563;11242;10832;10013;2945
1264;12500;167;12084;8736;3320
1266;5112;14644;4216;11040;11521
1267;15764;11443;12317;13582;5345
1270;15875;2009;4479;13269;9638
1274;7713;2348;11004;442;7475
1276;8111;1780;8118;9581;857
1277;16265;15037;2172;7984;3817
1278;13852;5702;6754;5137;8861
1282;6336;16460;17189;16939;12667
1289;1905;11089;10928;5939;10078
1291;4508;798;1625;11480;7145
1292;15450;4721;14342;10226;6874
1293;9271;3496;15043;4753;4281
1295;16872;8881;3972;13605;16265
1296;116;1926;5194;14336;12766
1297;2339;7533;17435;5004;849
1298;16281;6013;819;16445;15043
1299;10033;16387;7744;2171;15700
1300;5997;7713;12539;13391;12570
1305;4356;12034;11607;6450;7233
1307;7509;985;6350;14454;14312
1314;6615;9818;15107;10078;12582
1316;17028;5507;724;6149;14428
1317;3269;12894;17631;10474;7360
1318;3617;5607;2340;6013;6021
1323;6796;5402;7336;13393;7091
1324;3290;7230;8644;17088;17129
1329;11064;10379;10613;16997;6134
1336;3905;7083;751;7150;798
1346;9947;16772;8166;1790;15634
1352;2167;14364;2440;7980;16267
1357;7952;12956;15234;7230;8226
1359;17526;2332;10239;12074;8976
1363;7150;3043;10724;1293;14528
1364;30;3538;4060;16452;10446
1365;175;3611;12500;6003;15084
1367;16223;3320;3605;6739;17431
1370;2348;7219;12600;8818;7701
1372;8250;12810;10379;16350;17330
1373;14118;6972;12818;8393;14873
1375;11590;15464;11251;9326;2341
1384;2251;14804;7606;12255;4524
1389;11512;17308;1050;3860;6924
1392;10379;13728;16792;9798;6974
1394;7208;10832;8619;2922;14691
1395;6166;10143;5287;17764;12769
1399;9818;9882;3379;11398;571
1401;156;2161;2000;1974;6988
1406;10123;4432;8181;2862;10947
1408;11062;6029;14918;5926;241
1409;12238;4432;2391;5762;13050
1412;17559;9873;5182;13067;6281
1421;6166;16068;10276;15922;11903
1425;12493;14928;17709;14109;6037
1426;16415;12503;7293;1656;7347
1428;14454;15887;7331;11337;13402
1432;15748;13809;15200;13382;14869
1435;12172;2000;12881;8846;14670
1441;5092;8571;16954;4056;8915
1443;5700;10185;4484;12138;13006
1447;8569;16703;10582;10680;17179
1450;12562;14554;3736;16604;15256
1455;16459;8301;13074;5243;16469
1460;11478;8830;11987;14457;1532
1466;7364;8803;12870;8806;16793
1467;6037;4216;4330;17169;9254
1470;4577;10730;312;6134;5926
1471;16343;7971;12828;3917;6974
1476;6206;3290;13359;9818;4488
1479;8966;10226;17127;7971;16343
1481;5591;5788;12071;7635;6874
1482;13462;2152;16948;2800;111
1485;13871;14336;15464;5194;4533
1488;14742;13468;11236;14883;7883
1495;4043;13391;1428;5496;16242
1500;10043;15934;16895;3073;595
1502;1174;2874;1267;111;6068
1503;15450;10774;3047;5137;6166
1507;16052;17499;17624;9814;2698
1509;10583;14367;14312;12155;5496
1513;5103;8881;7145;10627;5043
1514;13580;6716;10212;9785;14869
1518;2698;9254;13673;11254;4330
1521;1969;10360;12693;5601;15974
1524;1104;548;13683;17558;16791
1525;7009;8099;15373;2554;17026
1526;7841;5587;13629;6911;14328
1528;4640;4545;4577;8840;17482
1530;10422;4341;6972;2612;3782
1532;4612;4781;14476;7511;15968
1542;3427;14667;5085;13582;2095
1543;13391;14149;2252;16825;3725
1547;13270;17109;14716;4049;3315
1552;10042;3648;14533;8317;4185
1553;16343;7691;7523;11051;3226
1556;17468;14578;16401;15575;1129
1558;6133;3670;4256;13418;3113
1561;5939;15887;14312;14712;11663
1571;11337;16879;1754;5787;11663
1573;12003;17768;12818;1794;2528
1578;15393;6994;15078;12365;7534
1581;1412;116;6409;13958;14271
1582;3102;16337;6687;2475;8333
1585;12238;9340;16922;8596;8376
1589;15007;13227;8630;1810;4862
1590;11279;2452;14667;1470;6797
1594;8191;5221;13206;4381;2505
1595;12232;2360;12084;16306;14342
1596;12702;9964;14724;1969;7736
1599;11490;9886;7745;12881;15818
1600;7181;10429;10337;10721;3526
1602;10236;14718;16303;10168;17589
1604;3864;3385;5732;10947;12870
1606;9116;3463;10988;16992;2109
1607;9280;9939;2809;8518;5076
1610;15464;13090;6409;4068;10789
1613;12458;15464;1926;14336;8310
1615;3938;12343;3433;17764;16765
1618;12155;9348;5528;1435;16954
1619;12560;12839;11829;16718;1467
1625;3817;9592;9689;1066;4262
1627;4284;14278;12944;9734;13149
1631;17474;10554;6032;8451;11912
1632;5320;3626;9170;17149;8584
1633;16698;13077;12675;7355;10214
1637;15124;17215;3860;30;353
1638;2379;17756;5943;5955;17526
1642;16765;7745;13763;3282;5430
1645;9800;4043;5496;7331;2800
1646;3650;17479;8915;4386;6482
1650;16954;9188;9592;13728;15107
1652;11050;15702;4947;837;10440
1654;148;353;8709;7404;3808
1655;11242;13542;10055;5642;17263
1656;13451;2000;13423;14618;330
1658;12178;11142;251;10072;4253
1659;6206;8904;9188;3962;15105
1660;15013;5609;6961;16984;5345
1661;12221;11283;2139;16438;13195
1664;17219;10035;7850;304;3896
1665;1020;10598;16203;9051;12838
1666;6482;14016;1661;7875;9265
1668;3713;16637;10724;4384;10293
1673;16075;11544;15339;2954;798
1682;8507;13923;16872;1220;15956
1687;16082;13379;13251;2113;10198
1689;1865;8644;14384;12034;1905
1692;3269;3605;2862;2456;10433
1693;4670;7739;12843;5939;2252
1694;8523;11038;17395;11354;789
1700;7494;11165;15084;11173;2342
1703;6615;14103;3433;8904;13887
1704;9000;9702;11254;17692;9089
1707;1700;5516;13439;457;4881
1708;9014;4591;8327;6428;13007
1709;985;12034;6971;15893;4402
1719;2372;14961;10730;16265;12690
1721;16082;4432;2617;17149;7331
1722;17379;8204;17434;13784;11141
1728;3182;1509;10928;6833;223
1734;1918;15429;28;12447;14364
1735;7424;7336;17563;12671;17533
1739;9228;11802;7289;4506;4651
1741;14410;14209;16265;2175;5862
1743;14780;14454;16872;7511;6482
1744;11837;483;4996;12155;10225
1746;1367;11064;17441;10371;6974
1749;9548;8143;10844;17010;960
1754;11837;11443;12870;9960;13052
1756;9528;15129;1129;4565;6960
1757;14780;14670;17627;8049;12513
1759;15064;3267;11696;11446;8827
1760;16713;13248;11608;3098;3942
1765;9262;16984;14364;4906;14653
1766;6872;11955;15858;8976;10918
1768;17741;16469;14870;6239;15647
1770;6797;17764;14755;7494;15758
1771;13990;14780;2913;413;13981
1773;16604;13302;14621;14312;886
1775;12951;17730;15647;3102;3526
1778;1878;10111;10254;11759;6110
1780;5503;3102;7355;1116;12316
1783;11848;5069;1578;16008;14459
1788;15124;6931;11443;15110;7356
1789;8382;6486;12658;17314;15934
1790;3551;15315;14280;17441;2505
1792;692;2009;1633;674;4043
1794;6918;15647;11663;427;401
1795;16937;17441;1155;7985;7416
1798;6797;571;16339;7511;11490
1799;1428;10168;10820;11089;14718
1800;6989;10225;16997;1665;12785
1801;17624;9702;9862;17693;5672
1802;17539;12926;15627;6357;10274
1803;3936;1975;11781;14780;17762
1804;6974;2122;2743;12293;9479
1807;11317;6194;13845;14044;6451
1810;16016;12785;8334;8669;16882
1814;16913;11218;2153;4995;9617
1816;8327;1632;424;10451;3510
1818;10028;15821;9382;5014;2927
1819;10429;5727;4801;1625;751
1821;15378;14719;11903;5402;13825
1832;11283;4262;2314;6336;12186
1833;13763;8339;15107;13555;313
1834;8753;6145;7600;9524;534
1837;501;8159;5561;15057;7163
1839;6120;256;393;9741;14218
1840;13378;10032;17109;9472;9625
1843;6931;16879;2782;10168;10042
1844;14218;3715;16325;15084;4852
1845;4380;10413;12546;4587;9532
1848;11840;586;2430;12804;1300
1851;15300;14764;10426;12702;4627
1853;1743;4524;11192;9578;6223
1854;3106;1862;2395;14317;6706
1856;8585;9961;8535;1780;12173
1860;14928;1250;2743;4736;17189
1861;16765;15853;4262;11521;7779
1862;7397;11186;15952;10158;14296
1865;1962;10550;17355;15922;17508
1866;10734;8826;14654;9043;15057
1867;11490;16660;10359;10420;9617
1877;4996;6037;16765;6994;17627
1878;8363;16596;1912;10111;3082
1882;4407;11858;14283;9909;12722
1884;11182;12493;4660;15844;6037
1885;4778;4923;13015;4393;11164
1890;6274;17157;15107;3962;15531
1901;1571;3165;17129;14646;11209
1902;5939;14240;16384;16552;4841
1905;9592;14670;11490;1542;8687
1911;10620;5362;2448;15807;7642
1912;12427;6373;15033;8621;1853
1913;9598;8845;15029;10276;3334
1915;8970;15947;1443;837;3394
1917;5528;17661;6739;15997;10276
1918;7509;1073;708;5401;11805
1922;12275;8239;5179;9131;15244
1923;7767;12130;12009;16946;10212
1925;8171;708;8357;11837;16879
1926;5405;4533;1412;14336;5296
1931;11227;6960;4874;15662;10083
1939;2475;5112;4281;13959;1585
1941;3163;14382;14280;11064;4227
1947;5836;16063;5807;6012;6206
1955;3433;6235;7399;14480;11612
1956;3427;8904;8687;15755;7364
1959;6428;11754;11901;10191;13384
1962;10359;17157;7234;11677;11443
1963;5344;11095;15748;7072;7462
1969;9481;8806;12011;2379;14039
1971;7511;4740;6133;8507;6350
1972;14983;14473;2674;4680;14039
1974;9728;8846;5762;97;1865
1975;2862;6287;6347;11521;12155
1976;6859;10158;14212;3364;6287
1983;12155;8636;13391;15887;16954
1987;5876;14327;14473;16171;16050
1991;15991;4247;9241;5182;7186
1994;6329;12766;2922;9049;14457
1998;12966;6366;16361;2578;7249
1999;12458;8310;12766;13087;16730
2000;2452;13923;331;4302;6029
2001;14970;1307;9882;12785;15952
2006;11213;6018;15057;9542;16760
2009;5775;17441;8317;1865;7193
2012;11283;8826;2009;2360;4306
2013;1220;11771;13726;17330;15815
2015;2362;15715;6099;12102;8524
2016;6195;17449;16740;5257;516
2017;3920;6013;4693;3725;3102
2019;12690;6808;16285;10231;11563
2020;11577;16995;9014;9761;3954
2022;7547;13230;13934;9014;3469
2023;13737;13087;3999;11522;9326
2033;12679;3917;10358;4972;299
2037;12763;11090;4512;14541;6239
2040;11236;1163;13123;8881;13391
2043;3342;501;8382;10560;13082
2045;14215;14549;8806;3900;5226
2047;4402;10486;6315;12181;12890
2051;8526;11613;8232;9717;10491
2057;15953;14521;1406;15500;12731
2059;11512;7712;11593;17535;11084
2063;7586;12293;4830;6138;16668
2072;5939;15078;4520;17560;14459
2074;11236;5562;15336;9677;8289
2077;4155;3730;11994;16452;4736
2078;3825;1585;15894;10168;1975
2080;8301;12497;6842;11512;15945
2093;15816;7494;10451;331;1102
2095;8387;571;6206;5401;7032
2096;10425;17464;3043;1298;17004
2097;15105;7751;14016;16982;9234
2101;3151;2922;15181;329;68
2102;191;1865;1719;9882;14482
2103;3355;445;16992;17207;11604
2104;8669;15988;2186;1300;15712
2108;4751;7343;4709;3364;4848
2109;15244;269;1925;3364;4330
